mz_rt,b1,b3,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
840.5749_7.321,13118.53678963589,16774.378628150345,1.2786775611593133,0.00658,0.35465251162932726,2.1817741063860443,840.5749,7.321,14087.708,840.5749_7.321,840.5749_7.321,1
840.5749_7.471,28082.519716801355,34277.35952186241,1.2205941584848163,7.31e-4,0.287583591095666,3.1360826230421397,840.5749,7.471,30003.941,840.5749_7.471,840.5749_7.471,1
841.6406_8.452,5984.110876443737,7661.888901796439,1.2803721488445714,0.00172,0.3565632002710223,2.7644715530924513,841.6406,8.452,7333.4214,841.6406_8.452,841.6406_8.452,1
842.5905_7.891,8649.34309693779,10883.304849432481,1.258281088801484,7.15e-4,0.33145424345821284,3.1456939581989194,842.5905,7.891,9994.882,842.5905_7.891,842.5905_7.891,1
843.6586_9.396,25252.27984751111,31394.996697658004,1.2432539512170948,6.13e-4,0.31412101621386984,3.212539525481585,843.6586,9.396,32191.95,843.6586_9.396,843.6586_9.396,1
847.6455_10.298,56888.22166166223,47921.16307064778,0.8423740744728275,0.00128,-0.24746705928945395,2.8927900303521317,847.6455,10.298,45985.32,847.6455_10.298,847.6455_10.298,1
848.5114_9.046,7841.312993171283,9693.271465094374,1.236179638988508,0.00337,0.3058884078429013,2.4723700991286615,848.5114,9.046,7959.224,848.5114_9.046,848.5114_9.046,1
853.619_10.659,3119.7521809283394,4216.175046092512,1.3514455000197843,0.00145,0.4345033332292012,2.838631997765025,853.619,10.659,4023.726,853.619_10.659,853.619_10.659,1
853.6428_8.12,10149.609288043437,13666.018151974104,1.3464575595114885,2.2e-4,0.42916875665186427,3.657577319177794,853.6428,8.12,13549.589,853.6428_8.12,853.6428_8.12,1
854.5519_7.576,9432.680162199034,11045.82272651787,1.1710163534202527,0.00137,0.2277612234339696,2.8632794328435933,854.5519,7.576,10365.315,854.5519_7.576,854.5519_7.576,1
854.5906_7.701,44468.643283582474,55548.75224823768,1.2491667868973622,0.00295,0.32096611630952626,2.530177984021837,854.5906,7.701,52608.02,Cluster_854.5906_7.701,854.5906_7.701;855.5938_7.701,2
856.6051_8.21,20365.11032649695,17183.589067528228,0.8437758888627646,0.036,-0.24506823216431378,1.4436974992327127,856.6051,8.21,17971.006,856.6051_8.21,856.6051_8.21,1
856.6871_10.641,35816.33761860263,31016.914913882007,0.865999065682588,7.7e-4,-0.2075626264432421,3.113509274827518,856.6871,10.641,36946.098,856.6871_10.641,856.6871_10.641,1
857.6737_9.513,3152.814714923409,4812.067919184656,1.5262767889300322,1.26e-6,0.6100166173534369,5.8996294548824375,857.6737,9.513,4148.6226,857.6737_9.513,857.6737_9.513,1
857.6746_10.294,173915.58441528404,148615.05468025815,0.8545240794832275,0.00367,-0.22680694896420647,2.4353339357479107,857.6746,10.294,153973.36,Cluster_857.6746_10.294,857.6746_10.294;925.6615_10.291,2
860.6919_10.384,10063.757624112624,14672.614467996915,1.4579658032345229,1.79e-4,0.5439568814738014,3.7471469690201067,860.6919,10.384,12864.761,860.6919_10.384,860.6919_10.384,1
862.5261_7.47,6543.938882860424,8186.764460504496,1.2510453729858149,0.0026,0.32313411419963106,2.5850266520291822,862.5261,7.47,8252.062,862.5261_7.47,862.5261_7.47,1
862.527_7.471,7172.488499425046,8942.968084673561,1.2468431403397076,0.00239,0.3182799776869494,2.6216020990518625,862.527,7.471,8281.876,862.527_7.471,862.527_7.471,1
863.5644_9.582,23958.523280189376,16270.499137841298,0.6791111016134668,2.06e-6,-0.5582804782453261,5.686132779630847,863.5644,9.582,19432.344,863.5644_9.582,863.5644_9.582,1
863.6765_10.683,12895.884328749513,15782.326978011612,1.22382665474342,7.83e-4,0.29139922628839415,3.1062382379420566,863.6765,10.683,16483.262,863.6765_10.683,863.6765_10.683,1
865.6758_10.678,6717.146022586373,7890.385755533058,1.1746634253597692,0.018,0.23224744264286964,1.744727494896694,865.6758,10.678,7722.493,865.6758_10.678,865.6758_10.678,1
870.5618_7.814,6281.636566498191,7403.303620321841,1.1785628700338744,0.0177,0.23702872071519696,1.7520267336381934,870.5618,7.814,7034.303,870.5618_7.814,870.5618_7.814,1
871.6891_10.337,19434.57406918253,29909.260891561913,1.5389717719097908,5.95e-5,0.6219667697432872,4.22548303427145,871.6891,10.337,24499.947,871.6891_10.337,871.6891_10.337,1
874.559_6.259,11236.624693465326,12952.84308846222,1.1527343345368617,0.0159,0.20506005990334247,1.7986028756795485,874.559,6.259,12100.318,874.559_6.259,874.559_6.259,1
876.5748_6.674,6923.218019322938,8357.757994975058,1.2072071068177068,0.0342,0.2716732041353539,1.465973893943865,876.5748,6.674,7272.344,876.5748_6.674,876.5748_6.674,1
